id,company_id,position_title,salary_range,salary_min,salary_max,tech_keywords,headcount,source_url,source_name,crawled_at
255,1,Java高级工程师,15K-35K,15000,35000,"[""Java"", ""Spring""]",1,,search_inferred,2026-08-06 16:37:20.591843
256,1,Java架构师,15K-35K,15000,35000,"[""Java"", ""Spring""]",1,,search_inferred,2026-08-06 16:37:20.591843
257,1,Python开发工程师,15K-35K,15000,35000,"[""Python"", ""Django""]",1,,search_inferred,2026-08-06 16:37:20.591843
258,1,数据分析工程师,15K-35K,15000,35000,"[""Python"", ""Django""]",1,,search_inferred,2026-08-06 16:37:20.591843
259,1,前端开发工程师,12K-30K,12000,30000,"[""Vue"", ""React""]",1,,search_inferred,2026-08-06 16:37:20.591843
260,1,Vue开发工程师,12K-30K,12000,30000,"[""Vue"", ""React""]",1,,search_inferred,2026-08-06 16:37:20.591843
261,1,测试工程师,10K-25K,10000,25000,"[""测试""]",1,,search_inferred,2026-08-06 16:37:20.591843
262,1,自动化测试工程师,10K-25K,10000,25000,"[""测试""]",1,,search_inferred,2026-08-06 16:37:20.591843
263,2,测试工程师,10K-25K,10000,25000,"[""测试""]",1,,search_inferred,2026-08-06 16:37:20.591843
264,2,自动化测试工程师,10K-25K,10000,25000,"[""测试""]",1,,search_inferred,2026-08-06 16:37:20.591843
265,3,Java高级工程师,15K-35K,15000,35000,"[""Java"", ""Spring""]",1,,search_inferred,2026-08-06 16:37:20.591843
266,3,Java架构师,15K-35K,15000,35000,"[""Java"", ""Spring""]",1,,search_inferred,2026-08-06 16:37:20.591843
267,3,Python开发工程师,15K-35K,15000,35000,"[""Python"", ""Django""]",1,,search_inferred,2026-08-06 16:37:20.591843
268,3,数据分析工程师,15K-35K,15000,35000,"[""Python"", ""Django""]",1,,search_inferred,2026-08-06 16:37:20.591843
269,3,大数据工程师,18K-40K,18000,40000,"[""大数据"", ""Spark""]",1,,search_inferred,2026-08-06 16:37:20.591843
270,3,数据开发工程师,18K-40K,18000,40000,"[""大数据"", ""Spark""]",1,,search_inferred,2026-08-06 16:37:20.591843
271,3,前端开发工程师,12K-30K,12000,30000,"[""Vue"", ""React""]",1,,search_inferred,2026-08-06 16:37:20.591843
272,3,Vue开发工程师,12K-30K,12000,30000,"[""Vue"", ""React""]",1,,search_inferred,2026-08-06 16:37:20.591843
273,3,测试工程师,10K-25K,10000,25000,"[""测试""]",1,,search_inferred,2026-08-06 16:37:20.591843
274,3,自动化测试工程师,10K-25K,10000,25000,"[""测试""]",1,,search_inferred,2026-08-06 16:37:20.591843
275,4,AI算法工程师,20K-50K,20000,50000,"[""AI"", ""机器学习"", ""Python""]",1,,search_inferred,2026-08-06 16:37:20.591843
276,4,机器学习工程师,20K-50K,20000,50000,"[""AI"", ""机器学习"", ""Python""]",1,,search_inferred,2026-08-06 16:37:20.591843
277,4,Java高级工程师,15K-35K,15000,35000,"[""Java"", ""Spring""]",1,,search_inferred,2026-08-06 16:37:20.591843
278,4,Java架构师,15K-35K,15000,35000,"[""Java"", ""Spring""]",1,,search_inferred,2026-08-06 16:37:20.591843
279,4,Python开发工程师,15K-35K,15000,35000,"[""Python"", ""Django""]",1,,search_inferred,2026-08-06 16:37:20.591843
280,4,数据分析工程师,15K-35K,15000,35000,"[""Python"", ""Django""]",1,,search_inferred,2026-08-06 16:37:20.591843
281,4,前端开发工程师,12K-30K,12000,30000,"[""Vue"", ""React""]",1,,search_inferred,2026-08-06 16:37:20.591843
282,4,Vue开发工程师,12K-30K,12000,30000,"[""Vue"", ""React""]",1,,search_inferred,2026-08-06 16:37:20.591843
283,4,测试工程师,10K-25K,10000,25000,"[""测试""]",1,,search_inferred,2026-08-06 16:37:20.591843
284,4,自动化测试工程师,10K-25K,10000,25000,"[""测试""]",1,,search_inferred,2026-08-06 16:37:20.591843
285,5,前端开发工程师,12K-30K,12000,30000,"[""Vue"", ""React""]",1,,search_inferred,2026-08-06 16:37:20.591843
286,5,Vue开发工程师,12K-30K,12000,30000,"[""Vue"", ""React""]",1,,search_inferred,2026-08-06 16:37:20.591843
287,5,测试工程师,10K-25K,10000,25000,"[""测试""]",1,,search_inferred,2026-08-06 16:37:20.591843
288,5,自动化测试工程师,10K-25K,10000,25000,"[""测试""]",1,,search_inferred,2026-08-06 16:37:20.591843
289,6,Java高级工程师,15K-35K,15000,35000,"[""Java"", ""Spring""]",1,,search_inferred,2026-08-06 16:37:20.591843
290,6,Java架构师,15K-35K,15000,35000,"[""Java"", ""Spring""]",1,,search_inferred,2026-08-06 16:37:20.591843
291,6,Python开发工程师,15K-35K,15000,35000,"[""Python"", ""Django""]",1,,search_inferred,2026-08-06 16:37:20.591843
292,6,数据分析工程师,15K-35K,15000,35000,"[""Python"", ""Django""]",1,,search_inferred,2026-08-06 16:37:20.591843
293,6,大数据工程师,18K-40K,18000,40000,"[""大数据"", ""Spark""]",1,,search_inferred,2026-08-06 16:37:20.591843
294,6,数据开发工程师,18K-40K,18000,40000,"[""大数据"", ""Spark""]",1,,search_inferred,2026-08-06 16:37:20.591843
295,6,前端开发工程师,12K-30K,12000,30000,"[""Vue"", ""React""]",1,,search_inferred,2026-08-06 16:37:20.591843
296,6,Vue开发工程师,12K-30K,12000,30000,"[""Vue"", ""React""]",1,,search_inferred,2026-08-06 16:37:20.591843
297,6,测试工程师,10K-25K,10000,25000,"[""测试""]",1,,search_inferred,2026-08-06 16:37:20.591843
298,6,自动化测试工程师,10K-25K,10000,25000,"[""测试""]",1,,search_inferred,2026-08-06 16:37:20.591843
299,7,AI算法工程师,20K-50K,20000,50000,"[""AI"", ""机器学习"", ""Python""]",1,,search_inferred,2026-08-06 16:37:20.591843
300,7,机器学习工程师,20K-50K,20000,50000,"[""AI"", ""机器学习"", ""Python""]",1,,search_inferred,2026-08-06 16:37:20.591843
301,7,Java高级工程师,15K-35K,15000,35000,"[""Java"", ""Spring""]",1,,search_inferred,2026-08-06 16:37:20.591843
302,7,Java架构师,15K-35K,15000,35000,"[""Java"", ""Spring""]",1,,search_inferred,2026-08-06 16:37:20.591843
303,7,Python开发工程师,15K-35K,15000,35000,"[""Python"", ""Django""]",1,,search_inferred,2026-08-06 16:37:20.591843
304,7,数据分析工程师,15K-35K,15000,35000,"[""Python"", ""Django""]",1,,search_inferred,2026-08-06 16:37:20.591843
305,7,大数据工程师,18K-40K,18000,40000,"[""大数据"", ""Spark""]",1,,search_inferred,2026-08-06 16:37:20.591843
306,7,数据开发工程师,18K-40K,18000,40000,"[""大数据"", ""Spark""]",1,,search_inferred,2026-08-06 16:37:20.591843
307,7,前端开发工程师,12K-30K,12000,30000,"[""Vue"", ""React""]",1,,search_inferred,2026-08-06 16:37:20.591843
308,7,Vue开发工程师,12K-30K,12000,30000,"[""Vue"", ""React""]",1,,search_inferred,2026-08-06 16:37:20.591843
309,7,测试工程师,10K-25K,10000,25000,"[""测试""]",1,,search_inferred,2026-08-06 16:37:20.591843
310,7,自动化测试工程师,10K-25K,10000,25000,"[""测试""]",1,,search_inferred,2026-08-06 16:37:20.591843
311,8,AI算法工程师,20K-50K,20000,50000,"[""AI"", ""机器学习"", ""Python""]",1,,search_inferred,2026-08-06 16:37:20.591843
312,8,机器学习工程师,20K-50K,20000,50000,"[""AI"", ""机器学习"", ""Python""]",1,,search_inferred,2026-08-06 16:37:20.591843
313,8,Python开发工程师,15K-35K,15000,35000,"[""Python"", ""Django""]",1,,search_inferred,2026-08-06 16:37:20.591843
314,8,数据分析工程师,15K-35K,15000,35000,"[""Python"", ""Django""]",1,,search_inferred,2026-08-06 16:37:20.591843
315,8,大数据工程师,18K-40K,18000,40000,"[""大数据"", ""Spark""]",1,,search_inferred,2026-08-06 16:37:20.591843
316,8,数据开发工程师,18K-40K,18000,40000,"[""大数据"", ""Spark""]",1,,search_inferred,2026-08-06 16:37:20.591843
317,9,Java高级工程师,15K-35K,15000,35000,"[""Java"", ""Spring""]",1,,search_inferred,2026-08-06 16:37:20.591843
318,9,Java架构师,15K-35K,15000,35000,"[""Java"", ""Spring""]",1,,search_inferred,2026-08-06 16:37:20.591843
319,9,Python开发工程师,15K-35K,15000,35000,"[""Python"", ""Django""]",1,,search_inferred,2026-08-06 16:37:20.591843
320,9,数据分析工程师,15K-35K,15000,35000,"[""Python"", ""Django""]",1,,search_inferred,2026-08-06 16:37:20.591843
321,9,前端开发工程师,12K-30K,12000,30000,"[""Vue"", ""React""]",1,,search_inferred,2026-08-06 16:37:20.591843
322,9,Vue开发工程师,12K-30K,12000,30000,"[""Vue"", ""React""]",1,,search_inferred,2026-08-06 16:37:20.591843
323,9,测试工程师,10K-25K,10000,25000,"[""测试""]",1,,search_inferred,2026-08-06 16:37:20.591843
324,9,自动化测试工程师,10K-25K,10000,25000,"[""测试""]",1,,search_inferred,2026-08-06 16:37:20.591843
325,10,AI算法工程师,20K-50K,20000,50000,"[""AI"", ""机器学习"", ""Python""]",1,,search_inferred,2026-08-06 16:37:20.591843
326,10,机器学习工程师,20K-50K,20000,50000,"[""AI"", ""机器学习"", ""Python""]",1,,search_inferred,2026-08-06 16:37:20.591843
327,10,Java高级工程师,15K-35K,15000,35000,"[""Java"", ""Spring""]",1,,search_inferred,2026-08-06 16:37:20.591843
328,10,Java架构师,15K-35K,15000,35000,"[""Java"", ""Spring""]",1,,search_inferred,2026-08-06 16:37:20.591843
329,10,Python开发工程师,15K-35K,15000,35000,"[""Python"", ""Django""]",1,,search_inferred,2026-08-06 16:37:20.591843
330,10,数据分析工程师,15K-35K,15000,35000,"[""Python"", ""Django""]",1,,search_inferred,2026-08-06 16:37:20.591843
331,10,前端开发工程师,12K-30K,12000,30000,"[""Vue"", ""React""]",1,,search_inferred,2026-08-06 16:37:20.591843
332,10,Vue开发工程师,12K-30K,12000,30000,"[""Vue"", ""React""]",1,,search_inferred,2026-08-06 16:37:20.591843
333,10,测试工程师,10K-25K,10000,25000,"[""测试""]",1,,search_inferred,2026-08-06 16:37:20.591843
334,10,自动化测试工程师,10K-25K,10000,25000,"[""测试""]",1,,search_inferred,2026-08-06 16:37:20.591843
335,11,Java高级工程师,15K-35K,15000,35000,"[""Java"", ""Spring""]",1,,search_inferred,2026-08-06 16:37:20.591843
336,11,Java架构师,15K-35K,15000,35000,"[""Java"", ""Spring""]",1,,search_inferred,2026-08-06 16:37:20.591843
337,11,Python开发工程师,15K-35K,15000,35000,"[""Python"", ""Django""]",1,,search_inferred,2026-08-06 16:37:20.591843
338,11,数据分析工程师,15K-35K,15000,35000,"[""Python"", ""Django""]",1,,search_inferred,2026-08-06 16:37:20.591843
339,11,大数据工程师,18K-40K,18000,40000,"[""大数据"", ""Spark""]",1,,search_inferred,2026-08-06 16:37:20.591843
340,11,数据开发工程师,18K-40K,18000,40000,"[""大数据"", ""Spark""]",1,,search_inferred,2026-08-06 16:37:20.591843
341,11,前端开发工程师,12K-30K,12000,30000,"[""Vue"", ""React""]",1,,search_inferred,2026-08-06 16:37:20.591843
342,11,Vue开发工程师,12K-30K,12000,30000,"[""Vue"", ""React""]",1,,search_inferred,2026-08-06 16:37:20.591843
343,11,测试工程师,10K-25K,10000,25000,"[""测试""]",1,,search_inferred,2026-08-06 16:37:20.591843
344,11,自动化测试工程师,10K-25K,10000,25000,"[""测试""]",1,,search_inferred,2026-08-06 16:37:20.591843
345,12,AI算法工程师,20K-50K,20000,50000,"[""AI"", ""机器学习"", ""Python""]",1,,search_inferred,2026-08-06 16:37:20.591843
346,12,机器学习工程师,20K-50K,20000,50000,"[""AI"", ""机器学习"", ""Python""]",1,,search_inferred,2026-08-06 16:37:20.591843
347,12,Java高级工程师,15K-35K,15000,35000,"[""Java"", ""Spring""]",1,,search_inferred,2026-08-06 16:37:20.591843
348,12,Java架构师,15K-35K,15000,35000,"[""Java"", ""Spring""]",1,,search_inferred,2026-08-06 16:37:20.591843
349,12,Python开发工程师,15K-35K,15000,35000,"[""Python"", ""Django""]",1,,search_inferred,2026-08-06 16:37:20.591843
350,12,数据分析工程师,15K-35K,15000,35000,"[""Python"", ""Django""]",1,,search_inferred,2026-08-06 16:37:20.591843
351,12,云架构师,18K-40K,18000,40000,"[""云计算"", ""Docker""]",1,,search_inferred,2026-08-06 16:37:20.591843
352,12,DevOps工程师,18K-40K,18000,40000,"[""云计算"", ""Docker""]",1,,search_inferred,2026-08-06 16:37:20.591843
353,12,前端开发工程师,12K-30K,12000,30000,"[""Vue"", ""React""]",1,,search_inferred,2026-08-06 16:37:20.591843
354,12,Vue开发工程师,12K-30K,12000,30000,"[""Vue"", ""React""]",1,,search_inferred,2026-08-06 16:37:20.591843
355,12,测试工程师,10K-25K,10000,25000,"[""测试""]",1,,search_inferred,2026-08-06 16:37:20.591843
356,12,自动化测试工程师,10K-25K,10000,25000,"[""测试""]",1,,search_inferred,2026-08-06 16:37:20.591843
357,13,测试工程师,10K-25K,10000,25000,"[""测试""]",1,,search_inferred,2026-08-06 16:37:20.591843
358,13,自动化测试工程师,10K-25K,10000,25000,"[""测试""]",1,,search_inferred,2026-08-06 16:37:20.591843
359,14,AI算法工程师,20K-50K,20000,50000,"[""AI"", ""机器学习"", ""Python""]",1,,search_inferred,2026-08-06 16:37:20.591843
360,14,机器学习工程师,20K-50K,20000,50000,"[""AI"", ""机器学习"", ""Python""]",1,,search_inferred,2026-08-06 16:37:20.591843
361,14,Java高级工程师,15K-35K,15000,35000,"[""Java"", ""Spring""]",1,,search_inferred,2026-08-06 16:37:20.591843
362,14,Java架构师,15K-35K,15000,35000,"[""Java"", ""Spring""]",1,,search_inferred,2026-08-06 16:37:20.591843
363,14,Python开发工程师,15K-35K,15000,35000,"[""Python"", ""Django""]",1,,search_inferred,2026-08-06 16:37:20.591843
364,14,数据分析工程师,15K-35K,15000,35000,"[""Python"", ""Django""]",1,,search_inferred,2026-08-06 16:37:20.591843
365,14,大数据工程师,18K-40K,18000,40000,"[""大数据"", ""Spark""]",1,,search_inferred,2026-08-06 16:37:20.591843
366,14,数据开发工程师,18K-40K,18000,40000,"[""大数据"", ""Spark""]",1,,search_inferred,2026-08-06 16:37:20.591843
367,14,前端开发工程师,12K-30K,12000,30000,"[""Vue"", ""React""]",1,,search_inferred,2026-08-06 16:37:20.591843
368,14,Vue开发工程师,12K-30K,12000,30000,"[""Vue"", ""React""]",1,,search_inferred,2026-08-06 16:37:20.591843
369,14,测试工程师,10K-25K,10000,25000,"[""测试""]",1,,search_inferred,2026-08-06 16:37:20.591843
370,14,自动化测试工程师,10K-25K,10000,25000,"[""测试""]",1,,search_inferred,2026-08-06 16:37:20.591843
371,15,AI算法工程师,20K-50K,20000,50000,"[""AI"", ""机器学习"", ""Python""]",1,,search_inferred,2026-08-06 16:37:20.591843
372,15,机器学习工程师,20K-50K,20000,50000,"[""AI"", ""机器学习"", ""Python""]",1,,search_inferred,2026-08-06 16:37:20.591843
373,15,云架构师,18K-40K,18000,40000,"[""云计算"", ""Docker""]",1,,search_inferred,2026-08-06 16:37:20.591843
374,15,DevOps工程师,18K-40K,18000,40000,"[""云计算"", ""Docker""]",1,,search_inferred,2026-08-06 16:37:20.591843
